Start time UTC,End time UTC,Wind Turbine (MWh/h)
2023/3/12 6:00,2023/3/12 7:00,1436
2023/3/12 7:00,2023/3/12 8:00,1052
2023/3/12 8:00,2023/3/12 9:00,609
2023/3/12 9:00,2023/3/12 10:00,444
2023/3/12 10:00,2023/3/12 11:00,615
2023/3/12 11:00,2023/3/12 12:00,994
2023/3/12 12:00,2023/3/12 13:00,1219
2023/3/12 13:00,2023/3/12 14:00,1272
2023/3/12 14:00,2023/3/12 15:00,1208
2023/3/12 15:00,2023/3/12 16:00,1054
2023/3/12 16:00,2023/3/12 17:00,1163
2023/3/12 17:00,2023/3/12 18:00,1448
2023/3/12 18:00,2023/3/12 19:00,1680
2023/3/12 19:00,2023/3/12 20:00,1795
2023/3/12 20:00,2023/3/12 21:00,1870
2023/3/12 21:00,2023/3/12 22:00,1806
2023/3/12 22:00,2023/3/12 23:00,1905
2023/3/12 23:00,2023/3/13 0:00,2076
2023/3/13 0:00,2023/3/13 1:00,2058
2023/3/13 1:00,2023/3/13 2:00,1979
2023/3/13 2:00,2023/3/13 3:00,1724
2023/3/13 3:00,2023/3/13 4:00,1414
2023/3/13 4:00,2023/3/13 5:00,1557
2023/3/13 5:00,2023/3/13 6:00,1657
2023/3/13 6:00,2023/3/13 7:00,1864
2023/3/13 7:00,2023/3/13 8:00,2082
2023/3/13 8:00,2023/3/13 9:00,1661
2023/3/13 9:00,2023/3/13 10:00,1528
2023/3/13 10:00,2023/3/13 11:00,1668
2023/3/13 11:00,2023/3/13 12:00,1901
2023/3/13 12:00,2023/3/13 13:00,2123
2023/3/13 13:00,2023/3/13 14:00,2433
2023/3/13 14:00,2023/3/13 15:00,2867
2023/3/13 15:00,2023/3/13 16:00,3351
2023/3/13 16:00,2023/3/13 17:00,3894
2023/3/13 17:00,2023/3/13 18:00,4337
2023/3/13 18:00,2023/3/13 19:00,4395
2023/3/13 19:00,2023/3/13 20:00,4392
2023/3/13 20:00,2023/3/13 21:00,4436
2023/3/13 21:00,2023/3/13 22:00,4345
2023/3/13 22:00,2023/3/13 23:00,4182
2023/3/13 23:00,2023/3/14 0:00,4230
2023/3/14 0:00,2023/3/14 1:00,4006
2023/3/14 1:00,2023/3/14 2:00,3779
2023/3/14 2:00,2023/3/14 3:00,3562
2023/3/14 3:00,2023/3/14 4:00,3369
2023/3/14 4:00,2023/3/14 5:00,2874
2023/3/14 5:00,2023/3/14 6:00,2523
2023/3/14 6:00,2023/3/14 7:00,2057
2023/3/14 7:00,2023/3/14 8:00,1578
2023/3/14 8:00,2023/3/14 9:00,1309
2023/3/14 9:00,2023/3/14 10:00,1185
2023/3/14 10:00,2023/3/14 11:00,1122
2023/3/14 11:00,2023/3/14 12:00,1072
2023/3/14 12:00,2023/3/14 13:00,1080
2023/3/14 13:00,2023/3/14 14:00,926
2023/3/14 14:00,2023/3/14 15:00,875
2023/3/14 15:00,2023/3/14 16:00,754
2023/3/14 16:00,2023/3/14 17:00,847
2023/3/14 17:00,2023/3/14 18:00,791
2023/3/14 18:00,2023/3/14 19:00,578
2023/3/14 19:00,2023/3/14 20:00,358
2023/3/14 20:00,2023/3/14 21:00,276
2023/3/14 21:00,2023/3/14 22:00,296
2023/3/14 22:00,2023/3/14 23:00,342
2023/3/14 23:00,2023/3/15 0:00,460
2023/3/15 0:00,2023/3/15 1:00,607
2023/3/15 1:00,2023/3/15 2:00,575
2023/3/15 2:00,2023/3/15 3:00,586
2023/3/15 3:00,2023/3/15 4:00,597
2023/3/15 4:00,2023/3/15 5:00,587
2023/3/15 5:00,2023/3/15 6:00,582
2023/3/15 6:00,2023/3/15 7:00,783
2023/3/15 7:00,2023/3/15 8:00,759
2023/3/15 8:00,2023/3/15 9:00,801
2023/3/15 9:00,2023/3/15 10:00,1027
2023/3/15 10:00,2023/3/15 11:00,1207
2023/3/15 11:00,2023/3/15 12:00,1294
2023/3/15 12:00,2023/3/15 13:00,1298
2023/3/15 13:00,2023/3/15 14:00,1512
2023/3/15 14:00,2023/3/15 15:00,1541
2023/3/15 15:00,2023/3/15 16:00,1610
2023/3/15 16:00,2023/3/15 17:00,1887
2023/3/15 17:00,2023/3/15 18:00,2074
2023/3/15 18:00,2023/3/15 19:00,2222
2023/3/15 19:00,2023/3/15 20:00,2240
2023/3/15 20:00,2023/3/15 21:00,2068
2023/3/15 21:00,2023/3/15 22:00,2052
2023/3/15 22:00,2023/3/15 23:00,2095
2023/3/15 23:00,2023/3/16 0:00,2263
2023/3/16 0:00,2023/3/16 1:00,2393
2023/3/16 1:00,2023/3/16 2:00,2372
2023/3/16 2:00,2023/3/16 3:00,2464
2023/3/16 3:00,2023/3/16 4:00,2545
2023/3/16 4:00,2023/3/16 5:00,2614
2023/3/16 5:00,2023/3/16 6:00,2390
2023/3/16 6:00,2023/3/16 7:00,1915
2023/3/16 7:00,2023/3/16 8:00,1192
2023/3/16 8:00,2023/3/16 9:00,658
2023/3/16 9:00,2023/3/16 10:00,490
2023/3/16 10:00,2023/3/16 11:00,453
2023/3/16 11:00,2023/3/16 12:00,425
2023/3/16 12:00,2023/3/16 13:00,400
2023/3/16 13:00,2023/3/16 14:00,372
2023/3/16 14:00,2023/3/16 15:00,356
2023/3/16 15:00,2023/3/16 16:00,297
2023/3/16 16:00,2023/3/16 17:00,313
2023/3/16 17:00,2023/3/16 18:00,367
2023/3/16 18:00,2023/3/16 19:00,319
2023/3/16 19:00,2023/3/16 20:00,250
2023/3/16 20:00,2023/3/16 21:00,170
2023/3/16 21:00,2023/3/16 22:00,125
2023/3/16 22:00,2023/3/16 23:00,106
2023/3/16 23:00,2023/3/17 0:00,106
2023/3/17 0:00,2023/3/17 1:00,117
2023/3/17 1:00,2023/3/17 2:00,181
2023/3/17 2:00,2023/3/17 3:00,227
2023/3/17 3:00,2023/3/17 4:00,302
2023/3/17 4:00,2023/3/17 5:00,391
2023/3/17 5:00,2023/3/17 6:00,523
2023/3/17 6:00,2023/3/17 7:00,649
2023/3/17 7:00,2023/3/17 8:00,702
2023/3/17 8:00,2023/3/17 9:00,696
2023/3/17 9:00,2023/3/17 10:00,660
2023/3/17 10:00,2023/3/17 11:00,609
2023/3/17 11:00,2023/3/17 12:00,706
2023/3/17 12:00,2023/3/17 13:00,865
2023/3/17 13:00,2023/3/17 14:00,1064
2023/3/17 14:00,2023/3/17 15:00,1450
2023/3/17 15:00,2023/3/17 16:00,2109
2023/3/17 16:00,2023/3/17 17:00,2886
2023/3/17 17:00,2023/3/17 18:00,3655
2023/3/17 18:00,2023/3/17 19:00,3927
2023/3/17 19:00,2023/3/17 20:00,4187
2023/3/17 20:00,2023/3/17 21:00,4224
2023/3/17 21:00,2023/3/17 22:00,4319
2023/3/17 22:00,2023/3/17 23:00,4368
2023/3/17 23:00,2023/3/18 0:00,4398
2023/3/18 0:00,2023/3/18 1:00,4477
2023/3/18 1:00,2023/3/18 2:00,4530
2023/3/18 2:00,2023/3/18 3:00,4552
2023/3/18 3:00,2023/3/18 4:00,4525
2023/3/18 4:00,2023/3/18 5:00,4417
2023/3/18 5:00,2023/3/18 6:00,4293
2023/3/18 6:00,2023/3/18 7:00,4500
2023/3/18 7:00,2023/3/18 8:00,4572
2023/3/18 8:00,2023/3/18 9:00,4578
2023/3/18 9:00,2023/3/18 10:00,4553
2023/3/18 10:00,2023/3/18 11:00,4572
2023/3/18 11:00,2023/3/18 12:00,4564
2023/3/18 12:00,2023/3/18 13:00,4429
2023/3/18 13:00,2023/3/18 14:00,4308
2023/3/18 14:00,2023/3/18 15:00,4214
2023/3/18 15:00,2023/3/18 16:00,4050
2023/3/18 16:00,2023/3/18 17:00,3755
2023/3/18 17:00,2023/3/18 18:00,3346
2023/3/18 18:00,2023/3/18 19:00,3047
2023/3/18 19:00,2023/3/18 20:00,2871
2023/3/18 20:00,2023/3/18 21:00,2558
2023/3/18 21:00,2023/3/18 22:00,2355
2023/3/18 22:00,2023/3/18 23:00,2145
2023/3/18 23:00,2023/3/19 0:00,1659
2023/3/19 0:00,2023/3/19 1:00,1230
2023/3/19 1:00,2023/3/19 2:00,1021
2023/3/19 2:00,2023/3/19 3:00,861
2023/3/19 3:00,2023/3/19 4:00,711
2023/3/19 4:00,2023/3/19 5:00,701
2023/3/19 5:00,2023/3/19 6:00,552
2023/3/19 6:00,2023/3/19 7:00,310
2023/3/19 7:00,2023/3/19 8:00,143
2023/3/19 8:00,2023/3/19 9:00,51
2023/3/19 9:00,2023/3/19 10:00,18
2023/3/19 10:00,2023/3/19 11:00,3
2023/3/19 11:00,2023/3/19 12:00,-3
2023/3/19 12:00,2023/3/19 13:00,-3
2023/3/19 13:00,2023/3/19 14:00,13
2023/3/19 14:00,2023/3/19 15:00,47
2023/3/19 15:00,2023/3/19 16:00,144
2023/3/19 16:00,2023/3/19 17:00,484
2023/3/19 17:00,2023/3/19 18:00,1345
2023/3/19 18:00,2023/3/19 19:00,2348
2023/3/19 19:00,2023/3/19 20:00,2818
2023/3/19 20:00,2023/3/19 21:00,3077
2023/3/19 21:00,2023/3/19 22:00,3260
2023/3/19 22:00,2023/3/19 23:00,3369
2023/3/19 23:00,2023/3/20 0:00,3577
2023/3/20 0:00,2023/3/20 1:00,3845
2023/3/20 1:00,2023/3/20 2:00,3831
2023/3/20 2:00,2023/3/20 3:00,3478
2023/3/20 3:00,2023/3/20 4:00,2997
2023/3/20 4:00,2023/3/20 5:00,2634
2023/3/20 5:00,2023/3/20 6:00,2439
2023/3/20 6:00,2023/3/20 7:00,2072
2023/3/20 7:00,2023/3/20 8:00,1664
2023/3/20 8:00,2023/3/20 9:00,1357
2023/3/20 9:00,2023/3/20 10:00,1092
2023/3/20 10:00,2023/3/20 11:00,934
2023/3/20 11:00,2023/3/20 12:00,851
2023/3/20 12:00,2023/3/20 13:00,853
2023/3/20 13:00,2023/3/20 14:00,809
2023/3/20 14:00,2023/3/20 15:00,757
2023/3/20 15:00,2023/3/20 16:00,729
2023/3/20 16:00,2023/3/20 17:00,804
2023/3/20 17:00,2023/3/20 18:00,950
2023/3/20 18:00,2023/3/20 19:00,938
2023/3/20 19:00,2023/3/20 20:00,845
2023/3/20 20:00,2023/3/20 21:00,608
2023/3/20 21:00,2023/3/20 22:00,480
2023/3/20 22:00,2023/3/20 23:00,545
2023/3/20 23:00,2023/3/21 0:00,824
2023/3/21 0:00,2023/3/21 1:00,1275
2023/3/21 1:00,2023/3/21 2:00,1921
2023/3/21 2:00,2023/3/21 3:00,2282
2023/3/21 3:00,2023/3/21 4:00,2571
2023/3/21 4:00,2023/3/21 5:00,2440
2023/3/21 5:00,2023/3/21 6:00,2255
2023/3/21 6:00,2023/3/21 7:00,1937
2023/3/21 7:00,2023/3/21 8:00,1499
2023/3/21 8:00,2023/3/21 9:00,1509
2023/3/21 9:00,2023/3/21 10:00,1821
2023/3/21 10:00,2023/3/21 11:00,2088
2023/3/21 11:00,2023/3/21 12:00,2606
2023/3/21 12:00,2023/3/21 13:00,2873
2023/3/21 13:00,2023/3/21 14:00,2943
2023/3/21 14:00,2023/3/21 15:00,2850
2023/3/21 15:00,2023/3/21 16:00,2564
2023/3/21 16:00,2023/3/21 17:00,2556
2023/3/21 17:00,2023/3/21 18:00,2710
2023/3/21 18:00,2023/3/21 19:00,2684
2023/3/21 19:00,2023/3/21 20:00,2591
2023/3/21 20:00,2023/3/21 21:00,2203
2023/3/21 21:00,2023/3/21 22:00,1771
2023/3/21 22:00,2023/3/21 23:00,1416
2023/3/21 23:00,2023/3/22 0:00,1119
2023/3/22 0:00,2023/3/22 1:00,991
2023/3/22 1:00,2023/3/22 2:00,759
2023/3/22 2:00,2023/3/22 3:00,689
2023/3/22 3:00,2023/3/22 4:00,735
2023/3/22 4:00,2023/3/22 5:00,764
2023/3/22 5:00,2023/3/22 6:00,658
2023/3/22 6:00,2023/3/22 7:00,652
2023/3/22 7:00,2023/3/22 8:00,634
2023/3/22 8:00,2023/3/22 9:00,662
2023/3/22 9:00,2023/3/22 10:00,765
2023/3/22 10:00,2023/3/22 11:00,875
2023/3/22 11:00,2023/3/22 12:00,985
2023/3/22 12:00,2023/3/22 13:00,1116
2023/3/22 13:00,2023/3/22 14:00,1357
2023/3/22 14:00,2023/3/22 15:00,1616
2023/3/22 15:00,2023/3/22 16:00,1873
2023/3/22 16:00,2023/3/22 17:00,2018
2023/3/22 17:00,2023/3/22 18:00,2094
2023/3/22 18:00,2023/3/22 19:00,2018
2023/3/22 19:00,2023/3/22 20:00,2008
2023/3/22 20:00,2023/3/22 21:00,1984
2023/3/22 21:00,2023/3/22 22:00,1970
2023/3/22 22:00,2023/3/22 23:00,2024
2023/3/22 23:00,2023/3/23 0:00,2313
2023/3/23 0:00,2023/3/23 1:00,2688
2023/3/23 1:00,2023/3/23 2:00,3167
2023/3/23 2:00,2023/3/23 3:00,3455
2023/3/23 3:00,2023/3/23 4:00,3730
2023/3/23 4:00,2023/3/23 5:00,3971
2023/3/23 5:00,2023/3/23 6:00,3918
2023/3/23 6:00,2023/3/23 7:00,3690
2023/3/23 7:00,2023/3/23 8:00,3327
2023/3/23 8:00,2023/3/23 9:00,2857
2023/3/23 9:00,2023/3/23 10:00,2448
2023/3/23 10:00,2023/3/23 11:00,2039
2023/3/23 11:00,2023/3/23 12:00,1761
2023/3/23 12:00,2023/3/23 13:00,1454
2023/3/23 13:00,2023/3/23 14:00,1104
2023/3/23 14:00,2023/3/23 15:00,831
2023/3/23 15:00,2023/3/23 16:00,616
2023/3/23 16:00,2023/3/23 17:00,463
2023/3/23 17:00,2023/3/23 18:00,392
2023/3/23 18:00,2023/3/23 19:00,419
2023/3/23 19:00,2023/3/23 20:00,420
2023/3/23 20:00,2023/3/23 21:00,392
2023/3/23 21:00,2023/3/23 22:00,413
2023/3/23 22:00,2023/3/23 23:00,563
2023/3/23 23:00,2023/3/24 0:00,680
2023/3/24 0:00,2023/3/24 1:00,918
2023/3/24 1:00,2023/3/24 2:00,1008
2023/3/24 2:00,2023/3/24 3:00,1036
2023/3/24 3:00,2023/3/24 4:00,1106
2023/3/24 4:00,2023/3/24 5:00,1182
2023/3/24 5:00,2023/3/24 6:00,1453
2023/3/24 6:00,2023/3/24 7:00,1484
2023/3/24 7:00,2023/3/24 8:00,1466
2023/3/24 8:00,2023/3/24 9:00,1365
2023/3/24 9:00,2023/3/24 10:00,1193
2023/3/24 10:00,2023/3/24 11:00,1058
2023/3/24 11:00,2023/3/24 12:00,777
2023/3/24 12:00,2023/3/24 13:00,617
2023/3/24 13:00,2023/3/24 14:00,496
2023/3/24 14:00,2023/3/24 15:00,449
2023/3/24 15:00,2023/3/24 16:00,459
2023/3/24 16:00,2023/3/24 17:00,441
2023/3/24 17:00,2023/3/24 18:00,541
2023/3/24 18:00,2023/3/24 19:00,634
2023/3/24 19:00,2023/3/24 20:00,691
2023/3/24 20:00,2023/3/24 21:00,852
2023/3/24 21:00,2023/3/24 22:00,1113
2023/3/24 22:00,2023/3/24 23:00,1352
2023/3/24 23:00,2023/3/25 0:00,1543
2023/3/25 0:00,2023/3/25 1:00,1946
2023/3/25 1:00,2023/3/25 2:00,2436
2023/3/25 2:00,2023/3/25 3:00,2777
2023/3/25 3:00,2023/3/25 4:00,2821
2023/3/25 4:00,2023/3/25 5:00,2895
2023/3/25 5:00,2023/3/25 6:00,2769
2023/3/25 6:00,2023/3/25 7:00,2099
2023/3/25 7:00,2023/3/25 8:00,1454
2023/3/25 8:00,2023/3/25 9:00,1282
2023/3/25 9:00,2023/3/25 10:00,1364
2023/3/25 10:00,2023/3/25 11:00,1474
2023/3/25 11:00,2023/3/25 12:00,1363
2023/3/25 12:00,2023/3/25 13:00,1243
2023/3/25 13:00,2023/3/25 14:00,1178
2023/3/25 14:00,2023/3/25 15:00,1124
2023/3/25 15:00,2023/3/25 16:00,1024
2023/3/25 16:00,2023/3/25 17:00,1052
2023/3/25 17:00,2023/3/25 18:00,1366
2023/3/25 18:00,2023/3/25 19:00,1707
2023/3/25 19:00,2023/3/25 20:00,1881
2023/3/25 20:00,2023/3/25 21:00,1930
2023/3/25 21:00,2023/3/25 22:00,1829
2023/3/25 22:00,2023/3/25 23:00,1752
2023/3/25 23:00,2023/3/26 0:00,1664
2023/3/26 0:00,2023/3/26 1:00,1498
2023/3/26 1:00,2023/3/26 2:00,1406
2023/3/26 2:00,2023/3/26 3:00,1292
2023/3/26 3:00,2023/3/26 4:00,1266
2023/3/26 4:00,2023/3/26 5:00,1319
2023/3/26 5:00,2023/3/26 6:00,1433
2023/3/26 6:00,2023/3/26 7:00,1303
2023/3/26 7:00,2023/3/26 8:00,1038
2023/3/26 8:00,2023/3/26 9:00,887
2023/3/26 9:00,2023/3/26 10:00,853
2023/3/26 10:00,2023/3/26 11:00,828
2023/3/26 11:00,2023/3/26 12:00,923
2023/3/26 12:00,2023/3/26 13:00,1136
2023/3/26 13:00,2023/3/26 14:00,1311
2023/3/26 14:00,2023/3/26 15:00,1437
2023/3/26 15:00,2023/3/26 16:00,1482
2023/3/26 16:00,2023/3/26 17:00,1662
2023/3/26 17:00,2023/3/26 18:00,2353
2023/3/26 18:00,2023/3/26 19:00,3126
2023/3/26 19:00,2023/3/26 20:00,3651
2023/3/26 20:00,2023/3/26 21:00,3797
2023/3/26 21:00,2023/3/26 22:00,3740
2023/3/26 22:00,2023/3/26 23:00,3750
2023/3/26 23:00,2023/3/27 0:00,3665
2023/3/27 0:00,2023/3/27 1:00,3524
2023/3/27 1:00,2023/3/27 2:00,3576
2023/3/27 2:00,2023/3/27 3:00,3628
2023/3/27 3:00,2023/3/27 4:00,3693
2023/3/27 4:00,2023/3/27 5:00,3615
2023/3/27 5:00,2023/3/27 6:00,3430
2023/3/27 6:00,2023/3/27 7:00,3017
2023/3/27 7:00,2023/3/27 8:00,2362
2023/3/27 8:00,2023/3/27 9:00,2078
2023/3/27 9:00,2023/3/27 10:00,2342
2023/3/27 10:00,2023/3/27 11:00,2640
2023/3/27 11:00,2023/3/27 12:00,2815
2023/3/27 12:00,2023/3/27 13:00,2940
2023/3/27 13:00,2023/3/27 14:00,3094
2023/3/27 14:00,2023/3/27 15:00,3195
2023/3/27 15:00,2023/3/27 16:00,3213
2023/3/27 16:00,2023/3/27 17:00,3414
2023/3/27 17:00,2023/3/27 18:00,3902
2023/3/27 18:00,2023/3/27 19:00,4325
2023/3/27 19:00,2023/3/27 20:00,4374
2023/3/27 20:00,2023/3/27 21:00,4358
2023/3/27 21:00,2023/3/27 22:00,4331
2023/3/27 22:00,2023/3/27 23:00,4171
2023/3/27 23:00,2023/3/28 0:00,4059
2023/3/28 0:00,2023/3/28 1:00,3896
2023/3/28 1:00,2023/3/28 2:00,3737
2023/3/28 2:00,2023/3/28 3:00,3681
2023/3/28 3:00,2023/3/28 4:00,3571
2023/3/28 4:00,2023/3/28 5:00,3536
2023/3/28 5:00,2023/3/28 6:00,3258
2023/3/28 6:00,2023/3/28 7:00,2699
2023/3/28 7:00,2023/3/28 8:00,2120
2023/3/28 8:00,2023/3/28 9:00,1925
2023/3/28 9:00,2023/3/28 10:00,2035
2023/3/28 10:00,2023/3/28 11:00,2230
2023/3/28 11:00,2023/3/28 12:00,2356
2023/3/28 12:00,2023/3/28 13:00,2419
2023/3/28 13:00,2023/3/28 14:00,2518
2023/3/28 14:00,2023/3/28 15:00,2291
2023/3/28 15:00,2023/3/28 16:00,1973
2023/3/28 16:00,2023/3/28 17:00,1935
2023/3/28 17:00,2023/3/28 18:00,1869
2023/3/28 18:00,2023/3/28 19:00,1992
2023/3/28 19:00,2023/3/28 20:00,1934
2023/3/28 20:00,2023/3/28 21:00,1688
2023/3/28 21:00,2023/3/28 22:00,1539
2023/3/28 22:00,2023/3/28 23:00,1420
2023/3/28 23:00,2023/3/29 0:00,1236
2023/3/29 0:00,2023/3/29 1:00,1067
2023/3/29 1:00,2023/3/29 2:00,898
2023/3/29 2:00,2023/3/29 3:00,854
2023/3/29 3:00,2023/3/29 4:00,864
2023/3/29 4:00,2023/3/29 5:00,894
2023/3/29 5:00,2023/3/29 6:00,764
2023/3/29 6:00,2023/3/29 7:00,553
2023/3/29 7:00,2023/3/29 8:00,421
2023/3/29 8:00,2023/3/29 9:00,442
2023/3/29 9:00,2023/3/29 10:00,514
2023/3/29 10:00,2023/3/29 11:00,616
2023/3/29 11:00,2023/3/29 12:00,747
2023/3/29 12:00,2023/3/29 13:00,874
2023/3/29 13:00,2023/3/29 14:00,839
2023/3/29 14:00,2023/3/29 15:00,799
2023/3/29 15:00,2023/3/29 16:00,708
2023/3/29 16:00,2023/3/29 17:00,676
2023/3/29 17:00,2023/3/29 18:00,831
2023/3/29 18:00,2023/3/29 19:00,990
2023/3/29 19:00,2023/3/29 20:00,1180
2023/3/29 20:00,2023/3/29 21:00,1475
2023/3/29 21:00,2023/3/29 22:00,1428
2023/3/29 22:00,2023/3/29 23:00,1211
2023/3/29 23:00,2023/3/30 0:00,1016
2023/3/30 0:00,2023/3/30 1:00,885
2023/3/30 1:00,2023/3/30 2:00,800
2023/3/30 2:00,2023/3/30 3:00,814
2023/3/30 3:00,2023/3/30 4:00,918
2023/3/30 4:00,2023/3/30 5:00,1064
2023/3/30 5:00,2023/3/30 6:00,1137
2023/3/30 6:00,2023/3/30 7:00,1032
2023/3/30 7:00,2023/3/30 8:00,777
2023/3/30 8:00,2023/3/30 9:00,914
2023/3/30 9:00,2023/3/30 10:00,1320
2023/3/30 10:00,2023/3/30 11:00,1511
2023/3/30 11:00,2023/3/30 12:00,1717
2023/3/30 12:00,2023/3/30 13:00,2110
2023/3/30 13:00,2023/3/30 14:00,2161
2023/3/30 14:00,2023/3/30 15:00,2120
2023/3/30 15:00,2023/3/30 16:00,2243
2023/3/30 16:00,2023/3/30 17:00,2148
2023/3/30 17:00,2023/3/30 18:00,2476
2023/3/30 18:00,2023/3/30 19:00,3076
2023/3/30 19:00,2023/3/30 20:00,3545
2023/3/30 20:00,2023/3/30 21:00,3717
2023/3/30 21:00,2023/3/30 22:00,3740
2023/3/30 22:00,2023/3/30 23:00,3716
2023/3/30 23:00,2023/3/31 0:00,3729
2023/3/31 0:00,2023/3/31 1:00,3768
2023/3/31 1:00,2023/3/31 2:00,3736
2023/3/31 2:00,2023/3/31 3:00,3737
2023/3/31 3:00,2023/3/31 4:00,3711
2023/3/31 4:00,2023/3/31 5:00,3561
2023/3/31 5:00,2023/3/31 6:00,2989
2023/3/31 6:00,2023/3/31 7:00,2132
2023/3/31 7:00,2023/3/31 8:00,1694
2023/3/31 8:00,2023/3/31 9:00,1594
2023/3/31 9:00,2023/3/31 10:00,1560
2023/3/31 10:00,2023/3/31 11:00,1598
2023/3/31 11:00,2023/3/31 12:00,1535
2023/3/31 12:00,2023/3/31 13:00,1325
2023/3/31 13:00,2023/3/31 14:00,1320
2023/3/31 14:00,2023/3/31 15:00,1239
2023/3/31 15:00,2023/3/31 16:00,1223
2023/3/31 16:00,2023/3/31 17:00,1156
2023/3/31 17:00,2023/3/31 18:00,1201
2023/3/31 18:00,2023/3/31 19:00,1305
2023/3/31 19:00,2023/3/31 20:00,1337
2023/3/31 20:00,2023/3/31 21:00,1686
2023/3/31 21:00,2023/3/31 22:00,2284
2023/3/31 22:00,2023/3/31 23:00,2680
2023/3/31 23:00,2023/4/1 0:00,2858
2023/4/1 0:00,2023/4/1 1:00,3088
2023/4/1 1:00,2023/4/1 2:00,3416
2023/4/1 2:00,2023/4/1 3:00,3693
2023/4/1 3:00,2023/4/1 4:00,3987
2023/4/1 4:00,2023/4/1 5:00,3950
2023/4/1 5:00,2023/4/1 6:00,3223
2023/4/1 6:00,2023/4/1 7:00,1697
2023/4/1 7:00,2023/4/1 8:00,963
2023/4/1 8:00,2023/4/1 9:00,861
2023/4/1 9:00,2023/4/1 10:00,1140
2023/4/1 10:00,2023/4/1 11:00,1428
2023/4/1 11:00,2023/4/1 12:00,1503
2023/4/1 12:00,2023/4/1 13:00,1512
2023/4/1 13:00,2023/4/1 14:00,1484
2023/4/1 14:00,2023/4/1 15:00,1406
2023/4/1 15:00,2023/4/1 16:00,1395
2023/4/1 16:00,2023/4/1 17:00,1337
2023/4/1 17:00,2023/4/1 18:00,1577
2023/4/1 18:00,2023/4/1 19:00,1802
2023/4/1 19:00,2023/4/1 20:00,2272
2023/4/1 20:00,2023/4/1 21:00,2764
2023/4/1 21:00,2023/4/1 22:00,3032
2023/4/1 22:00,2023/4/1 23:00,3366
2023/4/1 23:00,2023/4/2 0:00,3562
2023/4/2 0:00,2023/4/2 1:00,3618
2023/4/2 1:00,2023/4/2 2:00,3764
2023/4/2 2:00,2023/4/2 3:00,3731
2023/4/2 3:00,2023/4/2 4:00,3766
2023/4/2 4:00,2023/4/2 5:00,3546
2023/4/2 5:00,2023/4/2 6:00,2800
2023/4/2 6:00,2023/4/2 7:00,1722
2023/4/2 7:00,2023/4/2 8:00,1230
2023/4/2 8:00,2023/4/2 9:00,1454
2023/4/2 9:00,2023/4/2 10:00,1699
2023/4/2 10:00,2023/4/2 11:00,1742
2023/4/2 11:00,2023/4/2 12:00,2031
2023/4/2 12:00,2023/4/2 13:00,2224
2023/4/2 13:00,2023/4/2 14:00,2288
2023/4/2 14:00,2023/4/2 15:00,2151
2023/4/2 15:00,2023/4/2 16:00,1889
2023/4/2 16:00,2023/4/2 17:00,1656
2023/4/2 17:00,2023/4/2 18:00,1747
2023/4/2 18:00,2023/4/2 19:00,2085
2023/4/2 19:00,2023/4/2 20:00,2221
2023/4/2 20:00,2023/4/2 21:00,2122
2023/4/2 21:00,2023/4/2 22:00,1935
2023/4/2 22:00,2023/4/2 23:00,1691
2023/4/2 23:00,2023/4/3 0:00,1441
2023/4/3 0:00,2023/4/3 1:00,1208
2023/4/3 1:00,2023/4/3 2:00,1004
2023/4/3 2:00,2023/4/3 3:00,758
2023/4/3 3:00,2023/4/3 4:00,618
2023/4/3 4:00,2023/4/3 5:00,506
2023/4/3 5:00,2023/4/3 6:00,360
2023/4/3 6:00,2023/4/3 7:00,248
2023/4/3 7:00,2023/4/3 8:00,148
2023/4/3 8:00,2023/4/3 9:00,178
2023/4/3 9:00,2023/4/3 10:00,263
2023/4/3 10:00,2023/4/3 11:00,247
2023/4/3 11:00,2023/4/3 12:00,233
2023/4/3 12:00,2023/4/3 13:00,269
2023/4/3 13:00,2023/4/3 14:00,280
2023/4/3 14:00,2023/4/3 15:00,248
2023/4/3 15:00,2023/4/3 16:00,219
2023/4/3 16:00,2023/4/3 17:00,235
2023/4/3 17:00,2023/4/3 18:00,308
2023/4/3 18:00,2023/4/3 19:00,339
2023/4/3 19:00,2023/4/3 20:00,340
2023/4/3 20:00,2023/4/3 21:00,384
2023/4/3 21:00,2023/4/3 22:00,414
2023/4/3 22:00,2023/4/3 23:00,424
2023/4/3 23:00,2023/4/4 0:00,402
2023/4/4 0:00,2023/4/4 1:00,410
2023/4/4 1:00,2023/4/4 2:00,433
2023/4/4 2:00,2023/4/4 3:00,453
2023/4/4 3:00,2023/4/4 4:00,465
2023/4/4 4:00,2023/4/4 5:00,477
2023/4/4 5:00,2023/4/4 6:00,433
2023/4/4 6:00,2023/4/4 7:00,315
2023/4/4 7:00,2023/4/4 8:00,191
2023/4/4 8:00,2023/4/4 9:00,111
2023/4/4 9:00,2023/4/4 10:00,86
2023/4/4 10:00,2023/4/4 11:00,69
2023/4/4 11:00,2023/4/4 12:00,76
2023/4/4 12:00,2023/4/4 13:00,128
2023/4/4 13:00,2023/4/4 14:00,142
2023/4/4 14:00,2023/4/4 15:00,156
2023/4/4 15:00,2023/4/4 16:00,165
2023/4/4 16:00,2023/4/4 17:00,178
2023/4/4 17:00,2023/4/4 18:00,266
2023/4/4 18:00,2023/4/4 19:00,358
2023/4/4 19:00,2023/4/4 20:00,430
